date,value,series_id
1990-01-01,339.9718184037642,SP500
1990-02-01,330.45263511256167,SP500
1990-03-01,338.46500049937856,SP500
1990-04-01,338.1779983520508,SP500
1990-05-01,350.2500013871626,SP500
1990-06-01,360.3866664341518,SP500
1990-07-01,360.0309520903088,SP500
1990-08-01,330.7465196692425,SP500
1990-09-01,315.40684268349094,SP500
1990-10-01,307.1247850501019,SP500
1990-11-01,315.2909531366257,SP500
1990-12-01,328.74950256347654,SP500
1991-01-01,325.4854555996981,SP500
1991-02-01,362.2631578947368,SP500
1991-03-01,372.2789993286133,SP500
1991-04-01,379.6786360307173,SP500
1991-05-01,377.9922721169212,SP500
1991-06-01,378.2929992675781,SP500
1991-07-01,380.2268177379261,SP500
1991-08-01,389.4031788219105,SP500
1991-09-01,387.19850006103513,SP500
1991-10-01,386.88347990616506,SP500
1991-11-01,385.919499206543,SP500
1991-12-01,388.5104762486049,SP500
1992-01-01,416.0749969482422,SP500
1992-02-01,412.55579095137745,SP500
1992-03-01,407.3645449551669,SP500
1992-04-01,407.40714372907365,SP500
1992-05-01,414.814501953125,SP500
1992-06-01,408.2745472301136,SP500
1992-07-01,415.0513638583097,SP500
1992-08-01,417.9271429152716,SP500
1992-09-01,418.4771423339844,SP500
1992-10-01,412.5027285489169,SP500
1992-11-01,422.8439971923828,SP500
1992-12-01,435.6395457874645,SP500
1993-01-01,435.22899932861327,SP500
1993-02-01,441.70368074115953,SP500
1993-03-01,450.15521638289744,SP500
1993-04-01,443.0776207333519,SP500
1993-05-01,445.24649810791016,SP500
1993-06-01,448.0595439564098,SP500
1993-07-01,447.28618803478423,SP500
1993-08-01,454.1277285489169,SP500
1993-09-01,459.23523385184154,SP500
1993-10-01,463.8999968029204,SP500
1993-11-01,462.8904753185454,SP500
1993-12-01,465.94545676491475,SP500
1994-01-01,472.9928574335007,SP500
1994-02-01,471.5799994217722,SP500
1994-03-01,463.8078268299932,SP500
1994-04-01,447.2321070620888,SP500
1994-05-01,450.89857264927457,SP500
1994-06-01,454.825908314098,SP500
1994-07-01,451.40099945068357,SP500
1994-08-01,464.2430459727412,SP500
1994-09-01,466.9580920991443,SP500
1994-10-01,463.81380934942337,SP500
1994-11-01,461.0152398972284,SP500
1994-12-01,455.1866643996466,SP500
1995-01-01,465.25,SP500
1995-02-01,481.92473722759047,SP500
1995-03-01,493.1530469811481,SP500
1995-04-01,507.9057906301398,SP500
1995-05-01,523.8136402476918,SP500
1995-06-01,539.3540843616832,SP500
1995-07-01,557.3664978027343,SP500
1995-08-01,559.1100012737771,SP500
1995-09-01,578.765493774414,SP500
1995-10-01,582.9181823730469,SP500
1995-11-01,595.5323806036087,SP500
1995-12-01,614.5709991455078,SP500
1996-01-01,614.4200051047585,SP500
1996-02-01,649.5420043945312,SP500
1996-03-01,647.0747593470982,SP500
1996-04-01,647.1728544689361,SP500
1996-05-01,661.2304548783736,SP500
1996-06-01,668.4989929199219,SP500
1996-07-01,644.0704539905895,SP500
1996-08-01,662.6822787198154,SP500
1996-09-01,674.885498046875,SP500
1996-10-01,701.4556539784307,SP500
1996-11-01,735.6690063476562,SP500
1996-12-01,743.249040876116,SP500
1997-01-01,766.216816295277,SP500
1997-02-01,798.3842163085938,SP500
1997-03-01,792.1555023193359,SP500
1997-04-01,763.9281865900213,SP500
1997-05-01,833.0914306640625,SP500
1997-06-01,876.2861909412202,SP500
1997-07-01,925.2945445667614,SP500
1997-08-01,927.7357119605655,SP500
1997-09-01,937.0242861793155,SP500
1997-10-01,951.1595618206521,SP500
1997-11-01,938.9236899928043,SP500
1997-12-01,962.3654563210227,SP500
1998-01-01,963.3590026855469,SP500
1998-02-01,1023.7421136153372,SP500
1998-03-01,1076.8277310458097,SP500
1998-04-01,1112.1961960565477,SP500
1998-05-01,1108.4169982910157,SP500
1998-06-01,1108.389531915838,SP500
1998-07-01,1156.5772705078125,SP500
1998-08-01,1074.6204717726935,SP500
1998-09-01,1020.6400001162574,SP500
1998-10-01,1032.470009543679,SP500
1998-11-01,1144.4334838867187,SP500
1998-12-01,1190.0509033203125,SP500
1999-01-01,1248.7747353001644,SP500
1999-02-01,1246.5821147717927,SP500
1999-03-01,1281.663913892663,SP500
1999-04-01,1334.7566615513392,SP500
1999-05-01,1332.0740112304688,SP500
1999-06-01,1322.552734375,SP500
1999-07-01,1380.990001860119,SP500
1999-08-01,1327.488653009588,SP500
1999-09-01,1318.1719040643602,SP500
1999-10-01,1300.010009765625,SP500
1999-11-01,1391.0028483072917,SP500
1999-12-01,1428.6840931285512,SP500
2000-01-01,1425.5855041503905,SP500
2000-02-01,1388.8744995117188,SP500
2000-03-01,1442.212598717731,SP500
2000-04-01,1461.3552567331415,SP500
2000-05-01,1418.4795476740057,SP500
2000-06-01,1461.9590897993608,SP500
2000-07-01,1473.0024963378905,SP500
2000-08-01,1485.45825726053,SP500
2000-09-01,1468.05400390625,SP500
2000-10-01,1390.144092906605,SP500
2000-11-01,1375.0376034691221,SP500
2000-12-01,1330.9294982910155,SP500
2001-01-01,1335.6390555245537,SP500
2001-02-01,1305.7515804893092,SP500
2001-03-01,1185.850008877841,SP500
2001-04-01,1189.8369995117187,SP500
2001-05-01,1270.3686356977983,SP500
2001-06-01,1238.7104666573662,SP500
2001-07-01,1204.4495210193452,SP500
2001-08-01,1178.5039274796195,SP500
2001-09-01,1044.643994140625,SP500
2001-10-01,1076.5904381793478,SP500
2001-11-01,1129.6833321707588,SP500
2001-12-01,1144.9300109863282,SP500
2002-01-01,1140.2076241629463,SP500
2002-02-01,1100.6689388877467,SP500
2002-03-01,1153.7910034179688,SP500
2002-04-01,1112.034540349787,SP500
2002-05-01,1079.2672784978693,SP500
2002-06-01,1014.0480072021485,SP500
2002-07-01,903.5854575417259,SP500
2002-08-01,912.5522738370029,SP500
2002-09-01,867.8120056152344,SP500
2002-10-01,854.6313078507134,SP500
2002-11-01,909.9270050048829,SP500
2002-12-01,899.1785743350074,SP500
2003-01-01,895.8361903599331,SP500
2003-02-01,837.6189510947779,SP500
2003-03-01,846.6214250837054,SP500
2003-04-01,890.0257132393973,SP500
2003-05-01,935.9628528413318,SP500
2003-06-01,987.9952392578125,SP500
2003-07-01,992.5409102006392,SP500
2003-08-01,989.5319097609747,SP500
2003-09-01,1019.441900344122,SP500
2003-10-01,1038.7343431555707,SP500
2003-11-01,1049.8989450555098,SP500
2003-12-01,1080.6359197443182,SP500
2004-01-01,1132.5174987792968,SP500
2004-02-01,1143.3563232421875,SP500
2004-03-01,1123.9782449473505,SP500
2004-04-01,1133.0785725911458,SP500
2004-05-01,1102.7815002441407,SP500
2004-06-01,1132.7571556454614,SP500
2004-07-01,1105.846656436012,SP500
2004-08-01,1088.9349920099432,SP500
2004-09-01,1117.6562034970239,SP500
2004-10-01,1118.0680977957588,SP500
2004-11-01,1168.9376220703125,SP500
2004-12-01,1199.2095447887075,SP500
2005-01-01,1181.4079956054688,SP500
2005-02-01,1199.6268439041942,SP500
2005-03-01,1194.8977272727273,SP500
2005-04-01,1164.4276123046875,SP500
2005-05-01,1178.2757161458333,SP500
2005-06-01,1202.2531682794745,SP500
2005-07-01,1222.2369995117188,SP500
2005-08-01,1224.2699983016305,SP500
2005-09-01,1225.914771670387,SP500
2005-10-01,1191.9642857142858,SP500
2005-11-01,1237.3685651506696,SP500
2005-12-01,1262.0719110398065,SP500
2006-01-01,1278.7224975585937,SP500
2006-02-01,1276.6452765213817,SP500
2006-03-01,1293.7347783627717,SP500
2006-04-01,1302.1652703536183,SP500
2006-05-01,1290.0136274857955,SP500
2006-06-01,1253.1681795987215,SP500
2006-07-01,1260.2345031738282,SP500
2006-08-01,1287.1495679772418,SP500
2006-09-01,1317.7430114746094,SP500
2006-10-01,1363.3772638494318,SP500
2006-11-01,1388.634753999256,SP500
2006-12-01,1416.4200073242187,SP500
2007-01-01,1424.160986328125,SP500
2007-02-01,1444.7947484066613,SP500
2007-03-01,1406.9518210671165,SP500
2007-04-01,1463.6405029296875,SP500
2007-05-01,1511.1368130770597,SP500
2007-06-01,1514.4895193917412,SP500
2007-07-01,1520.7047584170386,SP500
2007-08-01,1454.6169592815897,SP500
2007-09-01,1497.1163265830592,SP500
2007-10-01,1539.65869140625,SP500
2007-11-01,1463.3852364676338,SP500
2007-12-01,1479.2234985351563,SP500
2008-01-01,1378.7638055710565,SP500
2008-02-01,1354.872509765625,SP500
2008-03-01,1316.9429931640625,SP500
2008-04-01,1370.4690940163352,SP500
2008-05-01,1403.2176164899554,SP500
2008-06-01,1341.250964936756,SP500
2008-07-01,1257.32636607777,SP500
2008-08-01,1281.4723656063989,SP500
2008-09-01,1217.0228562127977,SP500
2008-10-01,968.8008741295856,SP500
2008-11-01,883.04052734375,SP500
2008-12-01,877.5618175159801,SP500
2009-01-01,865.5755004882812,SP500
2009-02-01,805.2273688065378,SP500
2009-03-01,757.1268144087358,SP500
2009-04-01,848.1518990652902,SP500
2009-05-01,902.4085021972656,SP500
2009-06-01,926.1150013316761,SP500
2009-07-01,935.8213639692826,SP500
2009-08-01,1009.7247576032366,SP500
2009-09-01,1044.5523826962426,SP500
2009-10-01,1067.6636297052557,SP500
2009-11-01,1088.0690063476563,SP500
2009-12-01,1110.377724387429,SP500
2010-01-01,1123.5815815172698,SP500
2010-02-01,1089.1599892064144,SP500
2010-03-01,1152.0486901324728,SP500
2010-04-01,1197.316185360863,SP500
2010-05-01,1125.0620056152343,SP500
2010-06-01,1083.3608953302557,SP500
2010-07-01,1079.8033360072545,SP500
2010-08-01,1087.2822709517045,SP500
2010-09-01,1122.0819033668154,SP500
2010-10-01,1171.5838099888392,SP500
2010-11-01,1198.8885614304315,SP500
2010-12-01,1241.5254516601562,SP500
2011-01-01,1282.6184997558594,SP500
2011-02-01,1321.1178877981085,SP500
2011-03-01,1304.4865138841712,SP500
2011-04-01,1331.5050109863282,SP500
2011-05-01,1338.3104654947917,SP500
2011-06-01,1287.2886408025568,SP500
2011-07-01,1325.184503173828,SP500
2011-08-01,1185.3056534476902,SP500
2011-09-01,1173.8790573846727,SP500
2011-10-01,1207.2161865234375,SP500
2011-11-01,1226.414771670387,SP500
2011-12-01,1243.3228469122023,SP500
2012-01-01,1300.5780151367187,SP500
2012-02-01,1352.4875,SP500
2012-03-01,1389.2400013316762,SP500
2012-04-01,1386.4289855957031,SP500
2012-05-01,1341.2727161754262,SP500
2012-06-01,1323.4842936197917,SP500
2012-07-01,1359.7761986142114,SP500
2012-08-01,1403.4482581097147,SP500
2012-09-01,1443.4194721422698,SP500
2012-10-01,1437.816662016369,SP500
2012-11-01,1394.5123872302827,SP500
2012-12-01,1422.2854919433594,SP500
2013-01-01,1480.395240420387,SP500
2013-02-01,1512.3115812602796,SP500
2013-03-01,1550.8289855957032,SP500
2013-04-01,1570.702264959162,SP500
2013-05-01,1639.842723499645,SP500
2013-06-01,1618.7725158691405,SP500
2013-07-01,1668.6754427823153,SP500
2013-08-01,1670.0936390269887,SP500
2013-09-01,1687.1735046386718,SP500
2013-10-01,1720.0265317170517,SP500
2013-11-01,1783.5410034179688,SP500
2013-12-01,1807.7752336774554,SP500
2014-01-01,1822.3566603887648,SP500
2014-02-01,1817.0347386410363,SP500
2014-03-01,1863.5233386811756,SP500
2014-04-01,1864.2633347284227,SP500
2014-05-01,1889.7671421595983,SP500
2014-06-01,1947.087611607143,SP500
2014-07-01,1973.0999866832387,SP500
2014-08-01,1961.5319068545386,SP500
2014-09-01,1993.2261904761904,SP500
